"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
660041.000000,1.113518,-0.257692,1.606946,1.606946,0.693147,0.693147,1.917895,-2.197225,-1.375357,0.426577,5.880825,6.910000,-53.447520,-47.711998,120.895040,129.556117,4.709091,6.000000,3.800000,5.581818,NaN,1.163636,3.418182,NaN,2.636364,3.400000,3.018182,6.000000,1.163636,4.018182,NaN,1.381818,4.909091,NaN,3.054545,5.000000
660042.000000,1.129480,-0.156056,1.000000,1.000000,0.693147,0.693147,1.740211,-2.197225,-1.514779,-0.381778,0.872419,6.910000,-40.554655,-34.907483,95.109309,103.770386,3.054545,4.163636,2.000000,3.981818,NaN,1.854545,2.890909,NaN,2.836364,3.381818,2.127273,6.000000,1.000000,3.781818,NaN,1.200000,4.672727,NaN,3.000000,5.000000
660043.000000,2.095386,0.770802,2.711520,2.711520,0.693147,0.693147,1.816010,-2.197225,-0.642139,0.738514,6.412337,6.910000,-66.338329,-60.814409,146.676658,155.337735,5.018182,5.872727,4.127273,5.836364,NaN,3.654545,4.872727,NaN,4.963636,5.818182,3.054545,6.000000,1.490909,4.054545,NaN,1.890909,4.945455,NaN,3.545455,5.181818
660044.000000,0.775235,0.958919,3.251496,3.251496,0.693147,0.693147,1.975765,-2.197225,-6.256348,0.527352,5.611147,6.910000,-70.993778,-65.765385,155.987556,164.648633,4.400000,5.436364,3.109091,5.272727,NaN,3.745455,4.836364,NaN,4.872727,5.600000,3.000000,6.000000,1.200000,4.000000,NaN,2.000000,5.000000,NaN,3.400000,5.181818
660045.000000,0.805580,0.453934,2.281224,2.281224,0.693147,0.693147,1.909438,-2.197225,-0.519739,0.674951,4.138586,6.910000,-55.269484,-49.602288,124.538969,133.200046,4.400000,5.909091,3.163636,5.581818,NaN,3.272727,4.436364,NaN,4.454545,5.072727,2.890909,6.000000,1.145455,4.000000,NaN,2.000000,4.981818,NaN,3.000000,5.090909
660046.000000,0.625232,0.657911,2.359231,2.359231,0.693147,0.693147,1.790208,-2.197225,0.628193,0.740598,5.443684,6.910000,-64.954026,-59.307655,143.908053,152.569130,3.909091,5.800000,2.890909,5.345455,NaN,3.490909,4.472727,NaN,4.781818,5.472727,3.036364,6.000000,1.290909,3.927273,NaN,1.872727,4.836364,NaN,3.054545,5.181818
660047.000000,0.153985,-0.272824,3.533154,3.533154,0.693147,0.693147,1.769663,-2.197225,-2.506385,-0.044111,10.107071,6.910000,-100.804208,-95.874324,215.608417,224.269494,4.818182,5.327273,4.036364,4.927273,NaN,1.418182,1.927273,NaN,2.000000,2.509091,3.054545,5.945455,1.454545,3.672727,NaN,1.763636,4.472727,NaN,2.981818,5.000000
660048.000000,0.087925,-0.133009,1.455994,1.455994,0.693147,0.693147,2.308737,-2.197225,-4.022392,0.804390,4.937623,6.910000,-52.253655,-46.546483,118.507310,127.168387,3.709091,6.000000,3.163636,5.490909,NaN,2.890909,3.836364,NaN,3.727273,4.290909,2.418182,6.000000,1.127273,3.927273,NaN,1.872727,4.927273,NaN,3.000000,5.018182
660049.000000,0.193605,0.363416,3.179430,3.179430,0.693147,0.693147,1.847001,-2.197225,-1.845448,0.399507,1.861348,6.910000,-43.518862,-38.224715,101.037724,109.698801,3.672727,5.272727,2.854545,4.345455,NaN,2.636364,3.672727,NaN,3.963636,4.709091,2.690909,6.000000,1.272727,3.927273,NaN,1.872727,4.981818,NaN,3.000000,5.000000
660050.000000,0.495554,-0.198542,0.734604,0.734604,0.693147,0.693147,2.116005,-2.197225,-0.438387,-0.665979,4.503641,6.910000,-50.597760,-44.812061,115.195520,123.856598,3.272727,5.454545,2.309091,4.236364,NaN,1.054545,2.636364,NaN,2.181818,3.109091,2.181818,6.000000,1.000000,3.872727,NaN,1.145455,4.818182,NaN,2.981818,5.000000
660051.000000,1.228801,-0.074186,2.367942,2.367942,0.693147,0.693147,2.468583,-2.197225,-3.568577,0.110675,6.269907,6.910000,-49.550623,-43.997756,113.101245,121.762323,4.945455,6.000000,3.654545,5.727273,NaN,1.454545,2.527273,NaN,3.018182,3.872727,3.000000,6.000000,1.290909,4.018182,NaN,1.781818,4.672727,NaN,3.000000,5.000000
660052.000000,-0.086082,0.332968,1.992942,1.992942,0.693147,0.693147,2.843616,-2.197225,-2.576017,1.346716,3.357068,6.910000,-26.488065,-20.901824,66.976131,75.637208,4.236364,6.000000,3.581818,5.327273,NaN,3.636364,4.927273,NaN,4.672727,5.072727,2.690909,6.000000,1.727273,4.000000,NaN,2.000000,5.000000,NaN,3.145455,5.109091
660053.000000,1.707823,-0.493662,2.296106,2.296106,0.693147,0.693147,2.313454,-2.197225,-0.881240,-0.561371,6.320050,6.910000,-40.336922,-34.736835,94.673843,103.334920,4.563636,6.000000,3.200000,5.818182,NaN,1.036364,2.581818,NaN,1.509091,2.509091,2.836364,6.000000,1.145455,4.000000,NaN,1.000000,4.618182,NaN,2.945455,5.000000
660054.000000,0.864153,-0.768846,-0.114687,-0.114687,0.693147,0.693147,2.640853,-2.197225,-0.049920,0.266870,1.575945,6.910000,-26.395735,-20.727597,66.791471,75.452548,3.672727,5.109091,2.836364,4.981818,NaN,2.436364,3.709091,NaN,3.472727,3.781818,2.527273,6.000000,1.000000,3.927273,NaN,1.672727,4.981818,NaN,3.000000,5.000000
660055.000000,1.661905,0.525327,1.952765,1.952765,0.693147,0.693147,2.000842,-2.197225,-5.231980,0.636375,5.177003,6.910000,-56.654434,-50.990000,127.308869,135.969946,4.763636,6.000000,3.654545,5.581818,NaN,3.036364,3.945455,NaN,4.400000,5.454545,3.018182,6.000000,1.290909,4.000000,NaN,1.872727,4.981818,NaN,3.145455,5.090909
660056.000000,-0.170888,1.189310,3.580496,3.580496,0.693147,0.693147,1.920646,-2.197225,-0.495962,0.556239,5.941779,6.910000,-79.337969,-74.348108,172.675937,181.337015,1.854545,4.309091,1.509091,3.418182,NaN,4.018182,4.490909,NaN,4.727273,6.000000,2.200000,6.000000,1.327273,3.563636,NaN,2.000000,4.927273,NaN,3.672727,5.454545
660057.000000,1.244527,-0.333871,2.724890,2.724890,0.693147,0.693147,2.062646,-2.197225,-0.494425,0.327904,6.996287,6.910000,-59.653925,-54.153941,133.307850,141.968928,5.109091,5.890909,3.927273,5.727273,NaN,1.272727,3.854545,NaN,1.818182,2.509091,3.018182,6.000000,1.327273,4.054545,NaN,1.909091,4.872727,NaN,3.018182,5.000000
660058.000000,1.406481,0.079417,1.911583,1.911583,0.693147,0.693147,2.044603,-2.197225,-2.118117,-0.041881,5.792017,6.910000,-58.089143,-52.398344,130.178286,138.839363,4.745455,6.000000,3.363636,5.709091,NaN,1.272727,2.618182,NaN,3.018182,3.418182,2.872727,6.000000,1.290909,4.018182,NaN,1.545455,4.872727,NaN,3.036364,5.000000
660059.000000,8.096337,1.230020,2.896782,2.896782,0.693147,0.693147,1.681487,-2.197225,-0.864816,-0.555548,5.798324,6.910000,-69.626490,-64.213807,153.252980,161.914057,4.327273,5.727273,3.600000,5.690909,NaN,3.527273,3.727273,NaN,4.254545,5.290909,2.690909,6.000000,1.127273,3.945455,NaN,1.872727,4.727273,NaN,3.163636,5.054545
660060.000000,1.027161,0.398382,2.485926,2.485926,0.693147,0.693147,2.184282,-2.197225,-0.811952,1.176913,5.052210,6.910000,-47.500496,-41.911330,109.000993,117.662070,4.836364,6.000000,4.054545,5.690909,NaN,3.309091,4.690909,NaN,4.654545,4.981818,3.018182,6.000000,1.545455,4.018182,NaN,2.000000,5.000000,NaN,3.163636,5.127273
