width,height,subject_nr,avatar_file,gender,other_ratee,block_nr,rater_name,rater_file,ratee_type,ratee_name,ratee_file,liking,trial_nr,positive_left,positive_correct,pos_word,neg_word,correct_word,left_word,right_word,response,choice,chose_positive,accuracy,comment,t_start_experiment,t_start_block,t_start_trial,t_response,likes_on_left,evaluation,t_ask_eval,t_eval_resp,rater_avatar,ratee_avatar
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,0,1,0,friendly,hostile,hostile,friendly,hostile,55,hostile,false,true,,1682619225100,1682619246496,1682619287610,1682619306965,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,1,1,0,diligent,thoughtless,thoughtless,diligent,thoughtless,35,diligent,true,false,,1682619225100,1682619246496,1682619312107,1682619324188,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,2,1,1,mature,childish,mature,mature,childish,10,mature,true,true,,1682619225100,1682619246496,1682619330344,1682619341319,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,3,0,1,sociable,avoidant,sociable,avoidant,sociable,80,sociable,true,true,,1682619225100,1682619246496,1682619344971,1682619350907,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,4,1,0,consistent,inconsistent,inconsistent,consistent,inconsistent,50,inconsistent,false,true,,1682619225100,1682619246496,1682619355289,1682619362372,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,5,0,0,fun,boring,boring,boring,fun,100,fun,true,false,,1682619225100,1682619246496,1682619365375,1682619370023,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,6,1,0,trustworthy,untrustworthy,untrustworthy,trustworthy,untrustworthy,11,trustworthy,true,false,,1682619225100,1682619246496,1682619372845,1682619377295,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,7,0,1,generous,greedy,generous,greedy,generous,95,generous,true,true,,1682619225100,1682619246496,1682619381414,1682619384869,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,8,1,1,organised,disorganised,organised,organised,disorganised,58,disorganised,false,false,,1682619225100,1682619246496,1682619388101,1682619391772,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,9,1,0,focused,distracted,distracted,focused,distracted,0,focused,true,false,,1682619225100,1682619246496,1682619394784,1682619405107,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,10,1,1,versatile,inflexible,versatile,versatile,inflexible,0,versatile,true,true,,1682619225100,1682619246496,1682619408412,1682619412090,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,11,0,1,precise,clumsy,precise,clumsy,precise,50,precise,true,true,,1682619225100,1682619246496,1682619418646,1682619422694,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,12,1,0,relaxed,tense,tense,relaxed,tense,25,relaxed,true,false,,1682619225100,1682619246496,1682619425211,1682619430214,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,13,0,1,active,lazy,active,lazy,active,100,active,true,true,,1682619225100,1682619246496,1682619432619,1682619435662,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,14,0,0,polite,rude,rude,rude,polite,100,polite,true,false,,1682619225100,1682619246496,1682619437795,1682619441519,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,15,1,1,supportive,critical,supportive,supportive,critical,0,supportive,true,true,,1682619225100,1682619246496,1682619444400,1682619447132,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,16,0,0,exceptional,mediocre,mediocre,mediocre,exceptional,55,exceptional,true,false,,1682619225100,1682619246496,1682619449795,1682619456198,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,17,0,0,confident,self-doubting,self-doubting,self-doubting,confident,99,confident,true,false,,1682619225100,1682619246496,1682619458529,1682619461794,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,18,0,1,caring,indifferent,caring,indifferent,caring,100,caring,true,true,,1682619225100,1682619246496,1682619465263,1682619473316,,,,,male12,
667,325,10,female6,f,,0,Phil,,you,Kate,female13,neutral,-99,0,1,wise,naive,wise,naive,wise,100,wise,true,true,,1682619225100,1682619246496,1682619475202,1682619477749,0,40,1682619480203,1682619490030,male12,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,0,1,1,lively,inactive,lively,lively,inactive,50,inactive,false,false,,1682619225100,1682619490031,1682619503854,1682619514834,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,1,0,1,flexible,strict,flexible,strict,flexible,75,flexible,true,true,,1682619225100,1682619490031,1682619518666,1682619531538,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,2,1,1,smart,foolish,smart,smart,foolish,35,smart,true,true,,1682619225100,1682619490031,1682619535493,1682619544802,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,3,0,1,enthusiastic,unenthusiastic,enthusiastic,unenthusiastic,enthusiastic,50,enthusiastic,true,true,,1682619225100,1682619490031,1682619549745,1682619555788,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,4,0,1,peaceful,argumentative,peaceful,argumentative,peaceful,28,argumentative,false,false,,1682619225100,1682619490031,1682619562758,1682619567788,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,5,0,1,warm-hearted,uncaring,warm-hearted,uncaring,warm-hearted,80,warm-hearted,true,true,,1682619225100,1682619490031,1682619570844,1682619577727,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,6,1,1,approachable,unfriendly,approachable,approachable,unfriendly,65,unfriendly,false,false,,1682619225100,1682619490031,1682619582759,1682619593877,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,7,0,1,encouraging,negative,encouraging,negative,encouraging,79,encouraging,true,true,,1682619225100,1682619490031,1682619598683,1682619606512,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,8,0,1,helpful,selfish,helpful,selfish,helpful,74,helpful,true,true,,1682619225100,1682619490031,1682619609682,1682619612978,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,9,1,1,rational,unrealistic,rational,rational,unrealistic,27,rational,true,true,,1682619225100,1682619490031,1682619616296,1682619620594,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,10,1,1,brave,cowardly,brave,brave,cowardly,27,brave,true,true,,1682619225100,1682619490031,1682619622913,1682619626144,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,11,0,1,tactful,tactless,tactful,tactless,tactful,76,tactful,true,true,,1682619225100,1682619490031,1682619627897,1682619631064,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,12,1,1,alert,inattentive,alert,alert,inattentive,28,alert,true,true,,1682619225100,1682619490031,1682619633250,1682619637411,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,13,0,0,trusting,suspicious,suspicious,suspicious,trusting,70,trusting,true,false,,1682619225100,1682619490031,1682619640016,1682619643460,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,14,1,0,patient,impatient,impatient,patient,impatient,14,patient,true,false,,1682619225100,1682619490031,1682619645949,1682619649728,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,15,1,1,responsible,reckless,responsible,responsible,reckless,76,reckless,false,false,,1682619225100,1682619490031,1682619652241,1682619654915,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,16,1,0,tidy,messy,messy,tidy,messy,19,tidy,true,false,,1682619225100,1682619490031,1682619656898,1682619659278,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,17,0,0,pleasant,obnoxious,obnoxious,obnoxious,pleasant,92,pleasant,true,false,,1682619225100,1682619490031,1682619661486,1682619663899,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,18,1,1,committed,uncomitted,committed,committed,uncomitted,76,uncomitted,false,false,,1682619225100,1682619490031,1682619666185,1682619669132,,,,,male14,
667,325,10,female6,f,,1,Tom,,other,Kate,female13,like,-99,0,1,imaginative,uninventive,imaginative,uninventive,imaginative,79,imaginative,true,true,,1682619225100,1682619490031,1682619671215,1682619676498,0,61,1682619678450,1682619683602,male14,
667,325,10,female6,f,,2,Lucy,,you,Kate,female13,dislike,0,0,0,productive,unproductive,unproductive,unproductive,productive,77,productive,true,false,,1682619225100,1682619683602,1682619687934,1682619692203,,,,,female10,
667,325,10,female6,f,,2,Lucy,,you,Kate,female13,dislike,1,1,0,talented,ordinary,ordinary,talented,ordinary,79,ordinary,false,true,,1682619225100,1682619683602,1682619694287,1682619697060,,,,,female10,
667,325,10,female6,f,,2,Lucy,,you,Kate,female13,dislike,2,0,0,sympathetic,mean,mean,mean,sympathetic,25,mean,false,true,,1682619225100,1682619683602,1682619700566,1682619703287,,,,,female10,
667,325,10,female6,f,,2,Lucy,,you,Kate,female13,dislike,3,1,0,gentle,harsh,harsh,gentle,harsh,77,harsh,false,true,,1682619225100,1682619683602,1682619704914,1682619707088,,,,,female10,
667,325,10,female6,f,,2,Lucy,,you,Kate,female13,dislike,4,1,0,accurate,sloppy,sloppy,accurate,sloppy,30,accurate,true,false,,1682619225100,1682619683602,1682619709601,1682619711905,,,,,female10,
