width,height,subject_nr,avatar_file,gender,other_ratee,block_nr,rater_name,rater_file,ratee_type,ratee_name,ratee_file,liking,trial_nr,positive_left,positive_correct,pos_word,neg_word,correct_word,left_word,right_word,response,choice,chose_positive,accuracy,comment,t_start_experiment,t_start_block,t_start_trial,t_response,likes_on_left,evaluation,t_ask_eval,t_eval_resp,rater_avatar,ratee_avatar
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,0,0,0,organised,disorganised,disorganised,disorganised,organised,0,disorganised,false,true,,1682619202430,1682619217204,1682619223749,1682619262743,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,1,0,1,polite,rude,polite,rude,polite,100,polite,true,true,,1682619202430,1682619217204,1682619265032,1682619273112,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,2,0,1,mature,childish,mature,childish,mature,28,childish,false,false,,1682619202430,1682619217204,1682619274682,1682619278554,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,3,0,0,confident,self-doubting,self-doubting,self-doubting,confident,71,confident,true,false,,1682619202430,1682619217204,1682619285552,1682619290908,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,4,0,1,exceptional,mediocre,exceptional,mediocre,exceptional,0,mediocre,false,false,,1682619202430,1682619217204,1682619292096,1682619316274,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,5,1,0,versatile,inflexible,inflexible,versatile,inflexible,71,inflexible,false,true,,1682619202430,1682619217204,1682619320666,1682619326762,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,6,0,1,trustworthy,untrustworthy,trustworthy,untrustworthy,trustworthy,71,trustworthy,true,true,,1682619202430,1682619217204,1682619328032,1682619331890,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,7,1,1,sociable,avoidant,sociable,sociable,avoidant,1,sociable,true,true,,1682619202430,1682619217204,1682619333845,1682619338585,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,8,0,0,consistent,inconsistent,inconsistent,inconsistent,consistent,1,inconsistent,false,true,,1682619202430,1682619217204,1682619339739,1682619343796,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,9,0,1,caring,indifferent,caring,indifferent,caring,62,caring,true,true,,1682619202430,1682619217204,1682619344999,1682619370000,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,10,1,0,fun,boring,boring,fun,boring,63,boring,false,true,,1682619202430,1682619217204,1682619371972,1682619378049,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,11,1,0,relaxed,tense,tense,relaxed,tense,87,tense,false,true,,1682619202430,1682619217204,1682619381240,1682619385497,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,12,1,1,diligent,thoughtless,diligent,diligent,thoughtless,50,thoughtless,false,false,,1682619202430,1682619217204,1682619389523,1682619391644,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,13,1,1,generous,greedy,generous,generous,greedy,15,generous,true,true,,1682619202430,1682619217204,1682619393315,1682619395669,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,14,0,1,wise,naive,wise,naive,wise,50,wise,true,true,,1682619202430,1682619217204,1682619397642,1682619399712,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,15,1,0,active,lazy,lazy,active,lazy,72,lazy,false,true,,1682619202430,1682619217204,1682619401417,1682619407814,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,16,1,1,supportive,critical,supportive,supportive,critical,15,supportive,true,true,,1682619202430,1682619217204,1682619409267,1682619422332,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,17,1,0,focused,distracted,distracted,focused,distracted,87,distracted,false,true,,1682619202430,1682619217204,1682619423669,1682619429283,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,18,0,0,precise,clumsy,clumsy,clumsy,precise,1,clumsy,false,true,,1682619202430,1682619217204,1682619430470,1682619437405,,,,,male8,
390,664,4,female6,f,,0,George,,you,Amy,female11,neutral,-99,1,0,friendly,hostile,hostile,friendly,hostile,1,friendly,true,false,,1682619202430,1682619217204,1682619438508,1682619441515,0,65,1682619443687,1682619453041,male8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,0,0,1,patient,impatient,patient,impatient,patient,70,patient,true,true,,1682619202430,1682619453042,1682619474342,1682619505974,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,1,0,1,trusting,suspicious,trusting,suspicious,trusting,88,trusting,true,true,,1682619202430,1682619453042,1682619508111,1682619517742,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,2,1,1,alert,inattentive,alert,alert,inattentive,58,inattentive,false,false,,1682619202430,1682619453042,1682619519447,1682619529510,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,3,1,0,imaginative,uninventive,uninventive,imaginative,uninventive,72,uninventive,false,true,,1682619202430,1682619453042,1682619531416,1682619534518,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,4,1,0,rational,unrealistic,unrealistic,rational,unrealistic,7,rational,true,false,,1682619202430,1682619453042,1682619538676,1682619543968,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,5,1,1,approachable,unfriendly,approachable,approachable,unfriendly,72,unfriendly,false,false,,1682619202430,1682619453042,1682619545838,1682619548609,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,6,1,1,lively,inactive,lively,lively,inactive,14,lively,true,true,,1682619202430,1682619453042,1682619550196,1682619553968,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,7,1,1,helpful,selfish,helpful,helpful,selfish,50,selfish,false,false,,1682619202430,1682619453042,1682619556274,1682619558390,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,8,0,0,pleasant,obnoxious,obnoxious,obnoxious,pleasant,50,pleasant,true,false,,1682619202430,1682619453042,1682619561428,1682619563679,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,9,0,1,responsible,reckless,responsible,reckless,responsible,50,responsible,true,true,,1682619202430,1682619453042,1682619566185,1682619568304,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,10,1,1,committed,uncomitted,committed,committed,uncomitted,50,uncomitted,false,false,,1682619202430,1682619453042,1682619569491,1682619571460,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,11,0,1,flexible,strict,flexible,strict,flexible,50,flexible,true,true,,1682619202430,1682619453042,1682619572746,1682619574915,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,12,0,1,warm-hearted,uncaring,warm-hearted,uncaring,warm-hearted,50,warm-hearted,true,true,,1682619202430,1682619453042,1682619576285,1682619578404,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,13,1,1,tactful,tactless,tactful,tactful,tactless,50,tactless,false,false,,1682619202430,1682619453042,1682619581145,1682619583329,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,14,1,1,enthusiastic,unenthusiastic,enthusiastic,enthusiastic,unenthusiastic,50,unenthusiastic,false,false,,1682619202430,1682619453042,1682619586971,1682619588955,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,15,0,1,encouraging,negative,encouraging,negative,encouraging,50,encouraging,true,true,,1682619202430,1682619453042,1682619590275,1682619592276,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,16,0,1,peaceful,argumentative,peaceful,argumentative,peaceful,50,peaceful,true,true,,1682619202430,1682619453042,1682619593463,1682619596567,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,17,0,1,tidy,messy,tidy,messy,tidy,72,tidy,true,true,,1682619202430,1682619453042,1682619597754,1682619600657,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,18,0,0,brave,cowardly,cowardly,cowardly,brave,72,brave,true,false,,1682619202430,1682619453042,1682619601778,1682619605116,,,,,female8,
390,664,4,female6,f,,1,Sara,,other,Amy,female11,like,-99,1,1,smart,foolish,smart,smart,foolish,25,smart,true,true,,1682619202430,1682619453042,1682619606201,1682619609806,1,63,1682619611126,1682619616169,female8,
