width,height,subject_nr,avatar_file,gender,other_ratee,block_nr,rater_name,rater_file,ratee_type,ratee_name,ratee_file,liking,trial_nr,positive_left,positive_correct,pos_word,neg_word,correct_word,left_word,right_word,response,choice,chose_positive,accuracy,comment,t_start_experiment,t_start_block,t_start_trial,t_response,likes_on_left,evaluation,t_ask_eval,t_eval_resp,rater_avatar,ratee_avatar
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,0,0,1,mature,childish,mature,childish,mature,38,childish,false,false,,1682619209960,1682619240190,1682619301043,1682619314234,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,1,1,1,trustworthy,untrustworthy,trustworthy,trustworthy,untrustworthy,60,untrustworthy,false,false,,1682619209960,1682619240190,1682619318037,1682619328289,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,2,1,0,active,lazy,lazy,active,lazy,35,active,true,false,,1682619209960,1682619240190,1682619331026,1682619355356,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,3,0,0,relaxed,tense,tense,tense,relaxed,91,relaxed,true,false,,1682619209960,1682619240190,1682619356907,1682619366366,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,4,0,0,diligent,thoughtless,thoughtless,thoughtless,diligent,14,thoughtless,false,true,,1682619209960,1682619240190,1682619367916,1682619378922,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,5,1,1,versatile,inflexible,versatile,versatile,inflexible,10,versatile,true,true,,1682619209960,1682619240190,1682619380108,1682619389328,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,6,1,0,polite,rude,rude,polite,rude,50,rude,false,true,,1682619209960,1682619240190,1682619390314,1682619394477,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,7,0,0,precise,clumsy,clumsy,clumsy,precise,69,precise,true,false,,1682619209960,1682619240190,1682619395445,1682619400956,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,8,0,0,exceptional,mediocre,mediocre,mediocre,exceptional,34,mediocre,false,true,,1682619209960,1682619240190,1682619402022,1682619408531,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,9,0,0,focused,distracted,distracted,distracted,focused,29,distracted,false,true,,1682619209960,1682619240190,1682619409535,1682619416711,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,10,0,0,consistent,inconsistent,inconsistent,inconsistent,consistent,42,inconsistent,false,true,,1682619209960,1682619240190,1682619417714,1682619423657,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,11,0,1,sociable,avoidant,sociable,avoidant,sociable,64,sociable,true,true,,1682619209960,1682619240190,1682619424472,1682619431050,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,12,0,1,wise,naive,wise,naive,wise,36,naive,false,false,,1682619209960,1682619240190,1682619432287,1682619438477,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,13,1,0,friendly,hostile,hostile,friendly,hostile,22,friendly,true,false,,1682619209960,1682619240190,1682619439181,1682619448855,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,14,0,0,caring,indifferent,indifferent,indifferent,caring,48,indifferent,false,true,,1682619209960,1682619240190,1682619449575,1682619455601,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,15,1,1,fun,boring,fun,fun,boring,64,boring,false,false,,1682619209960,1682619240190,1682619456452,1682619465326,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,16,1,1,supportive,critical,supportive,supportive,critical,61,critical,false,false,,1682619209960,1682619240190,1682619465979,1682619470855,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,17,1,1,confident,self-doubting,confident,confident,self-doubting,24,confident,true,true,,1682619209960,1682619240190,1682619472324,1682619484780,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,18,1,1,generous,greedy,generous,generous,greedy,25,generous,true,true,,1682619209960,1682619240190,1682619485665,1682619491088,,,,,female14,
375,808,6,female5,f,,0,Dora,,you,Amy,female11,neutral,-99,1,1,organised,disorganised,organised,organised,disorganised,64,disorganised,false,false,,1682619209960,1682619240190,1682619492008,1682619498187,0,65,1682619498954,1682619515174,female14,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,0,0,1,rational,unrealistic,rational,unrealistic,rational,81,rational,true,true,,1682619209960,1682619515176,1682619525518,1682619542772,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,1,1,1,enthusiastic,unenthusiastic,enthusiastic,enthusiastic,unenthusiastic,41,enthusiastic,true,true,,1682619209960,1682619515176,1682619544041,1682619551183,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,2,0,0,flexible,strict,strict,strict,flexible,90,flexible,true,false,,1682619209960,1682619515176,1682619552300,1682619558677,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,3,1,1,warm-hearted,uncaring,warm-hearted,warm-hearted,uncaring,1,warm-hearted,true,true,,1682619209960,1682619515176,1682619559330,1682619565971,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,4,0,1,peaceful,argumentative,peaceful,argumentative,peaceful,44,argumentative,false,false,,1682619209960,1682619515176,1682619566707,1682619572217,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,5,1,1,brave,cowardly,brave,brave,cowardly,11,brave,true,true,,1682619209960,1682619515176,1682619572954,1682619578231,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,6,1,1,trusting,suspicious,trusting,trusting,suspicious,28,trusting,true,true,,1682619209960,1682619515176,1682619578900,1682619584228,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,7,1,1,pleasant,obnoxious,pleasant,pleasant,obnoxious,22,pleasant,true,true,,1682619209960,1682619515176,1682619585061,1682619589970,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,8,0,1,patient,impatient,patient,impatient,patient,68,patient,true,true,,1682619209960,1682619515176,1682619590709,1682619595187,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,9,1,1,imaginative,uninventive,imaginative,imaginative,uninventive,50,uninventive,false,false,,1682619209960,1682619515176,1682619595938,1682619599332,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,10,0,1,tidy,messy,tidy,messy,tidy,69,tidy,true,true,,1682619209960,1682619515176,1682619600021,1682619604614,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,11,0,0,approachable,unfriendly,unfriendly,unfriendly,approachable,81,approachable,true,false,,1682619209960,1682619515176,1682619605248,1682619612937,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,12,1,0,encouraging,negative,negative,encouraging,negative,34,encouraging,true,false,,1682619209960,1682619515176,1682619613806,1682619621980,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,13,0,1,responsible,reckless,responsible,reckless,responsible,72,responsible,true,true,,1682619209960,1682619515176,1682619622684,1682619629493,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,14,0,1,lively,inactive,lively,inactive,lively,70,lively,true,true,,1682619209960,1682619515176,1682619630245,1682619635404,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,15,0,1,smart,foolish,smart,foolish,smart,75,smart,true,true,,1682619209960,1682619515176,1682619636708,1682619641451,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,16,1,0,helpful,selfish,selfish,helpful,selfish,33,helpful,true,false,,1682619209960,1682619515176,1682619642169,1682619647910,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,17,1,1,committed,uncomitted,committed,committed,uncomitted,33,committed,true,true,,1682619209960,1682619515176,1682619648729,1682619660568,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,18,1,1,alert,inattentive,alert,alert,inattentive,28,alert,true,true,,1682619209960,1682619515176,1682619661339,1682619667347,,,,,female12,
375,808,6,female5,f,,1,Layla,,other,Amy,female11,like,-99,0,1,tactful,tactless,tactful,tactless,tactful,67,tactful,true,true,,1682619209960,1682619515176,1682619668235,1682619674146,0,64,1682619674930,1682619682421,female12,
375,808,6,female5,f,,2,Ian,,you,Amy,female11,dislike,0,0,0,motivated,aimless,aimless,aimless,motivated,56,motivated,true,false,,1682619209960,1682619682422,1682619687400,1682619699074,,,,,male13,
